geoid,Geographic Area Name,Total Population,White Population,Black Population,Hispanic Population,racial_population_list
1500000US170318236021,"Block Group 1, Census Tract 8236.02",1491,1402,24,65,"[1491, 1402, 24, 65]"
1500000US170318236022,"Block Group 2, Census Tract 8236.02",1349,1192,71,86,"[1349, 1192, 71, 86]"
1500000US170318236023,"Block Group 3, Census Tract 8236.02",1969,1792,54,123,"[1969, 1792, 54, 123]"
1500000US170318236024,"Block Group 4, Census Tract 8236.02",1378,1303,16,59,"[1378, 1303, 16, 59]"
1500000US170318236031,"Block Group 1, Census Tract 8236.03",1731,117,398,1216,"[1731, 117, 398, 1216]"
1500000US170318236032,"Block Group 2, Census Tract 8236.03",960,7,906,47,"[960, 7, 906, 47]"
1500000US170318236041,"Block Group 1, Census Tract 8236.04",779,732,8,39,"[779, 732, 8, 39]"
1500000US170318236042,"Block Group 2, Census Tract 8236.04",745,724,4,17,"[745, 724, 4, 17]"
1500000US170318236043,"Block Group 3, Census Tract 8236.04",1985,1850,47,88,"[1985, 1850, 47, 88]"
1500000US170318236051,"Block Group 1, Census Tract 8236.05",2015,1832,72,111,"[2015, 1832, 72, 111]"
1500000US170318236052,"Block Group 2, Census Tract 8236.05",1497,1414,18,65,"[1497, 1414, 18, 65]"
1500000US170318236053,"Block Group 3, Census Tract 8236.05",955,695,162,98,"[955, 695, 162, 98]"
1500000US170318237021,"Block Group 1, Census Tract 8237.02",1835,1151,554,130,"[1835, 1151, 554, 130]"
1500000US170318237022,"Block Group 2, Census Tract 8237.02",2003,1680,214,109,"[2003, 1680, 214, 109]"
1500000US170318237023,"Block Group 3, Census Tract 8237.02",1818,1604,34,180,"[1818, 1604, 34, 180]"
1500000US170318237024,"Block Group 4, Census Tract 8237.02",777,682,19,76,"[777, 682, 19, 76]"
1500000US170318237031,"Block Group 1, Census Tract 8237.03",1320,1179,21,120,"[1320, 1179, 21, 120]"
1500000US170318237032,"Block Group 2, Census Tract 8237.03",1475,1234,49,192,"[1475, 1234, 49, 192]"
1500000US170318237033,"Block Group 3, Census Tract 8237.03",2650,2292,29,329,"[2650, 2292, 29, 329]"
1500000US170318237034,"Block Group 4, Census Tract 8237.03",2104,1764,40,300,"[2104, 1764, 40, 300]"
1500000US170318237041,"Block Group 1, Census Tract 8237.04",1006,873,16,117,"[1006, 873, 16, 117]"
1500000US170318237042,"Block Group 2, Census Tract 8237.04",1752,1500,19,233,"[1752, 1500, 19, 233]"
1500000US170318237043,"Block Group 3, Census Tract 8237.04",1154,999,16,139,"[1154, 999, 16, 139]"
1500000US170318237051,"Block Group 1, Census Tract 8237.05",1403,1134,74,195,"[1403, 1134, 74, 195]"
1500000US170318237052,"Block Group 2, Census Tract 8237.05",738,650,17,71,"[738, 650, 17, 71]"
1500000US170318237053,"Block Group 3, Census Tract 8237.05",857,726,32,99,"[857, 726, 32, 99]"
1500000US170318237054,"Block Group 4, Census Tract 8237.05",1495,1240,47,208,"[1495, 1240, 47, 208]"
1500000US170318238011,"Block Group 1, Census Tract 8238.01",2627,2452,23,152,"[2627, 2452, 23, 152]"
1500000US170318238012,"Block Group 2, Census Tract 8238.01",1927,1836,3,88,"[1927, 1836, 3, 88]"
1500000US170318238013,"Block Group 3, Census Tract 8238.01",952,884,3,65,"[952, 884, 3, 65]"
1500000US170318238031,"Block Group 1, Census Tract 8238.03",2168,1951,60,157,"[2168, 1951, 60, 157]"
1500000US170318238032,"Block Group 2, Census Tract 8238.03",1170,1032,4,134,"[1170, 1032, 4, 134]"
1500000US170318238033,"Block Group 3, Census Tract 8238.03",1853,1687,16,150,"[1853, 1687, 16, 150]"
1500000US170318238034,"Block Group 4, Census Tract 8238.03",1395,1281,5,109,"[1395, 1281, 5, 109]"
1500000US170318238051,"Block Group 1, Census Tract 8238.05",1061,994,19,48,"[1061, 994, 19, 48]"
1500000US170318238052,"Block Group 2, Census Tract 8238.05",622,575,4,43,"[622, 575, 4, 43]"
1500000US170318238053,"Block Group 3, Census Tract 8238.05",1198,1139,10,49,"[1198, 1139, 10, 49]"
1500000US170318238061,"Block Group 1, Census Tract 8238.06",1049,945,0,104,"[1049, 945, 0, 104]"
1500000US170318238062,"Block Group 2, Census Tract 8238.06",881,794,6,81,"[881, 794, 6, 81]"
1500000US170318238063,"Block Group 3, Census Tract 8238.06",824,678,68,78,"[824, 678, 68, 78]"
1500000US170318238064,"Block Group 4, Census Tract 8238.06",867,705,34,128,"[867, 705, 34, 128]"
1500000US170318239011,"Block Group 1, Census Tract 8239.01",1963,1831,50,82,"[1963, 1831, 50, 82]"
1500000US170318239012,"Block Group 2, Census Tract 8239.01",1349,1290,16,43,"[1349, 1290, 16, 43]"
1500000US170318239031,"Block Group 1, Census Tract 8239.03",1354,1276,20,58,"[1354, 1276, 20, 58]"
1500000US170318239032,"Block Group 2, Census Tract 8239.03",948,910,9,29,"[948, 910, 9, 29]"
1500000US170318239033,"Block Group 3, Census Tract 8239.03",1008,944,7,57,"[1008, 944, 7, 57]"
1500000US170318239034,"Block Group 4, Census Tract 8239.03",1304,1238,16,50,"[1304, 1238, 16, 50]"
1500000US170318239041,"Block Group 1, Census Tract 8239.04",706,689,2,15,"[706, 689, 2, 15]"
1500000US170318239042,"Block Group 2, Census Tract 8239.04",805,770,16,19,"[805, 770, 16, 19]"
1500000US170318239043,"Block Group 3, Census Tract 8239.04",815,781,8,26,"[815, 781, 8, 26]"
1500000US170318239044,"Block Group 4, Census Tract 8239.04",1589,1540,7,42,"[1589, 1540, 7, 42]"
1500000US170318240031,"Block Group 1, Census Tract 8240.03",3651,3449,2,200,"[3651, 3449, 2, 200]"
1500000US170318240032,"Block Group 2, Census Tract 8240.03",1065,989,3,73,"[1065, 989, 3, 73]"
1500000US170318240033,"Block Group 3, Census Tract 8240.03",1513,1470,0,43,"[1513, 1470, 0, 43]"
1500000US170318240041,"Block Group 1, Census Tract 8240.04",2526,2381,20,125,"[2526, 2381, 20, 125]"
1500000US170318240042,"Block Group 2, Census Tract 8240.04",1786,1668,10,108,"[1786, 1668, 10, 108]"
1500000US170318240043,"Block Group 3, Census Tract 8240.04",965,937,2,26,"[965, 937, 2, 26]"
1500000US170318240051,"Block Group 1, Census Tract 8240.05",1720,1660,13,47,"[1720, 1660, 13, 47]"
1500000US170318240052,"Block Group 2, Census Tract 8240.05",1923,1787,8,128,"[1923, 1787, 8, 128]"
1500000US170318240053,"Block Group 3, Census Tract 8240.05",1796,1673,5,118,"[1796, 1673, 5, 118]"
1500000US170318240061,"Block Group 1, Census Tract 8240.06",1702,1587,13,102,"[1702, 1587, 13, 102]"
1500000US170318240062,"Block Group 2, Census Tract 8240.06",2059,1917,40,102,"[2059, 1917, 40, 102]"
1500000US170318241051,"Block Group 1, Census Tract 8241.05",2293,2109,26,158,"[2293, 2109, 26, 158]"
1500000US170318241052,"Block Group 2, Census Tract 8241.05",2986,2790,19,177,"[2986, 2790, 19, 177]"
1500000US170318241053,"Block Group 3, Census Tract 8241.05",1294,1221,12,61,"[1294, 1221, 12, 61]"
1500000US170318241061,"Block Group 1, Census Tract 8241.06",1907,1806,18,83,"[1907, 1806, 18, 83]"
1500000US170318241062,"Block Group 2, Census Tract 8241.06",2306,2051,42,213,"[2306, 2051, 42, 213]"
1500000US170318241063,"Block Group 3, Census Tract 8241.06",2524,2271,52,201,"[2524, 2271, 52, 201]"
1500000US170318241071,"Block Group 1, Census Tract 8241.07",767,704,6,57,"[767, 704, 6, 57]"
1500000US170318241072,"Block Group 2, Census Tract 8241.07",1196,1076,7,113,"[1196, 1076, 7, 113]"
1500000US170318241073,"Block Group 3, Census Tract 8241.07",1982,1859,29,94,"[1982, 1859, 29, 94]"
1500000US170318241074,"Block Group 4, Census Tract 8241.07",2247,2035,41,171,"[2247, 2035, 41, 171]"
1500000US170318241081,"Block Group 1, Census Tract 8241.08",2541,1801,500,240,"[2541, 1801, 500, 240]"
1500000US170318241082,"Block Group 2, Census Tract 8241.08",2319,2069,18,232,"[2319, 2069, 18, 232]"
1500000US170318241083,"Block Group 3, Census Tract 8241.08",2723,2297,50,376,"[2723, 2297, 50, 376]"
1500000US170318241131,"Block Group 1, Census Tract 8241.13",1199,1064,32,103,"[1199, 1064, 32, 103]"
1500000US170318241132,"Block Group 2, Census Tract 8241.13",1658,1577,28,53,"[1658, 1577, 28, 53]"
1500000US170318241133,"Block Group 3, Census Tract 8241.13",3299,3084,23,192,"[3299, 3084, 23, 192]"
1500000US170318241141,"Block Group 1, Census Tract 8241.14",3006,2791,108,107,"[3006, 2791, 108, 107]"
1500000US170318241142,"Block Group 2, Census Tract 8241.14",1464,1368,10,86,"[1464, 1368, 10, 86]"
1500000US170318241151,"Block Group 1, Census Tract 8241.15",1715,1596,41,78,"[1715, 1596, 41, 78]"
1500000US170318241152,"Block Group 2, Census Tract 8241.15",2067,1661,38,368,"[2067, 1661, 38, 368]"
1500000US170318241161,"Block Group 1, Census Tract 8241.16",1387,1136,28,223,"[1387, 1136, 28, 223]"
1500000US170318241162,"Block Group 2, Census Tract 8241.16",612,561,6,45,"[612, 561, 6, 45]"
1500000US170318241163,"Block Group 3, Census Tract 8241.16",1414,1126,30,258,"[1414, 1126, 30, 258]"
1500000US170318241164,"Block Group 4, Census Tract 8241.16",1113,1052,6,55,"[1113, 1052, 6, 55]"
1500000US170318241171,"Block Group 1, Census Tract 8241.17",1903,1819,11,73,"[1903, 1819, 11, 73]"
1500000US170318241172,"Block Group 2, Census Tract 8241.17",3488,3121,66,301,"[3488, 3121, 66, 301]"
1500000US170318241173,"Block Group 3, Census Tract 8241.17",2288,2136,27,125,"[2288, 2136, 27, 125]"
1500000US170318241174,"Block Group 4, Census Tract 8241.17",1694,1594,25,75,"[1694, 1594, 25, 75]"
1500000US170318241191,"Block Group 1, Census Tract 8241.19",2252,2049,46,157,"[2252, 2049, 46, 157]"
1500000US170318241192,"Block Group 2, Census Tract 8241.19",3143,2959,40,144,"[3143, 2959, 40, 144]"
1500000US170318241201,"Block Group 1, Census Tract 8241.20",2585,2421,61,103,"[2585, 2421, 61, 103]"
1500000US170318241202,"Block Group 2, Census Tract 8241.20",2037,1883,61,93,"[2037, 1883, 61, 93]"
1500000US170318241203,"Block Group 3, Census Tract 8241.20",1563,1467,45,51,"[1563, 1467, 45, 51]"
1500000US170318241204,"Block Group 4, Census Tract 8241.20",2020,1926,33,61,"[2020, 1926, 33, 61]"
1500000US170318241211,"Block Group 1, Census Tract 8241.21",1767,1646,9,112,"[1767, 1646, 9, 112]"
1500000US170318241212,"Block Group 2, Census Tract 8241.21",1323,1197,26,100,"[1323, 1197, 26, 100]"
1500000US170318241221,"Block Group 1, Census Tract 8241.22",1700,1618,16,66,"[1700, 1618, 16, 66]"
1500000US170318241222,"Block Group 2, Census Tract 8241.22",2562,2400,29,133,"[2562, 2400, 29, 133]"
1500000US170318241223,"Block Group 3, Census Tract 8241.22",1861,1700,24,137,"[1861, 1700, 24, 137]"
1500000US170318241231,"Block Group 1, Census Tract 8241.23",976,870,15,91,"[976, 870, 15, 91]"
1500000US170318241232,"Block Group 2, Census Tract 8241.23",2060,1794,105,161,"[2060, 1794, 105, 161]"
1500000US170318241233,"Block Group 3, Census Tract 8241.23",2103,1917,27,159,"[2103, 1917, 27, 159]"
1500000US170318241234,"Block Group 4, Census Tract 8241.23",1333,1152,33,148,"[1333, 1152, 33, 148]"
1500000US170318241235,"Block Group 5, Census Tract 8241.23",1023,915,13,95,"[1023, 915, 13, 95]"
1500000US170318243001,"Block Group 1, Census Tract 8243",1331,41,1014,276,"[1331, 41, 1014, 276]"
1500000US170318243002,"Block Group 2, Census Tract 8243",2136,92,1992,52,"[2136, 92, 1992, 52]"
1500000US170318243003,"Block Group 3, Census Tract 8243",1329,20,1257,52,"[1329, 20, 1257, 52]"
1500000US170318244001,"Block Group 1, Census Tract 8244",2288,1073,953,262,"[2288, 1073, 953, 262]"
1500000US170318245031,"Block Group 1, Census Tract 8245.03",782,707,21,54,"[782, 707, 21, 54]"
1500000US170318245032,"Block Group 2, Census Tract 8245.03",1347,1155,64,128,"[1347, 1155, 64, 128]"
1500000US170318245033,"Block Group 3, Census Tract 8245.03",1128,1035,4,89,"[1128, 1035, 4, 89]"
1500000US170318245034,"Block Group 4, Census Tract 8245.03",1863,1779,12,72,"[1863, 1779, 12, 72]"
1500000US170318245035,"Block Group 5, Census Tract 8245.03",1444,1259,69,116,"[1444, 1259, 69, 116]"
1500000US170318245051,"Block Group 1, Census Tract 8245.05",2419,1835,256,328,"[2419, 1835, 256, 328]"
1500000US170318245052,"Block Group 2, Census Tract 8245.05",1887,1694,26,167,"[1887, 1694, 26, 167]"
1500000US170318245053,"Block Group 3, Census Tract 8245.05",2267,1985,29,253,"[2267, 1985, 29, 253]"
1500000US170318245061,"Block Group 1, Census Tract 8245.06",879,676,122,81,"[879, 676, 122, 81]"
1500000US170318245062,"Block Group 2, Census Tract 8245.06",943,811,7,125,"[943, 811, 7, 125]"
1500000US170318245063,"Block Group 3, Census Tract 8245.06",1783,1603,19,161,"[1783, 1603, 19, 161]"
1500000US170318245064,"Block Group 4, Census Tract 8245.06",1487,1408,24,55,"[1487, 1408, 24, 55]"
1500000US170318245065,"Block Group 5, Census Tract 8245.06",2314,2138,19,157,"[2314, 2138, 19, 157]"
1500000US170318245071,"Block Group 1, Census Tract 8245.07",2098,1803,68,227,"[2098, 1803, 68, 227]"
1500000US170318245072,"Block Group 2, Census Tract 8245.07",1969,1817,30,122,"[1969, 1817, 30, 122]"
1500000US170318246011,"Block Group 1, Census Tract 8246.01",1236,1039,31,166,"[1236, 1039, 31, 166]"
1500000US170318246012,"Block Group 2, Census Tract 8246.01",1033,897,54,82,"[1033, 897, 54, 82]"
1500000US170318246013,"Block Group 3, Census Tract 8246.01",744,671,8,65,"[744, 671, 8, 65]"
1500000US170318246014,"Block Group 4, Census Tract 8246.01",1303,1138,24,141,"[1303, 1138, 24, 141]"
1500000US170318246021,"Block Group 1, Census Tract 8246.02",1430,1296,9,125,"[1430, 1296, 9, 125]"
1500000US170318246022,"Block Group 2, Census Tract 8246.02",1641,1414,34,193,"[1641, 1414, 34, 193]"
1500000US170318246023,"Block Group 3, Census Tract 8246.02",1603,1115,212,276,"[1603, 1115, 212, 276]"
1500000US170318246024,"Block Group 4, Census Tract 8246.02",705,606,2,97,"[705, 606, 2, 97]"
1500000US170318246025,"Block Group 5, Census Tract 8246.02",990,777,89,124,"[990, 777, 89, 124]"
1500000US170318247011,"Block Group 1, Census Tract 8247.01",1933,1242,250,441,"[1933, 1242, 250, 441]"
1500000US170318247012,"Block Group 2, Census Tract 8247.01",1034,763,39,232,"[1034, 763, 39, 232]"
1500000US170318247013,"Block Group 3, Census Tract 8247.01",890,577,96,217,"[890, 577, 96, 217]"
1500000US170318247021,"Block Group 1, Census Tract 8247.02",1363,734,247,382,"[1363, 734, 247, 382]"
1500000US170318247022,"Block Group 2, Census Tract 8247.02",1753,671,627,455,"[1753, 671, 627, 455]"
1500000US170318247023,"Block Group 3, Census Tract 8247.02",2428,1758,66,604,"[2428, 1758, 66, 604]"
1500000US170318248001,"Block Group 1, Census Tract 8248",1706,412,518,776,"[1706, 412, 518, 776]"
1500000US170318248002,"Block Group 2, Census Tract 8248",2130,667,180,1283,"[2130, 667, 180, 1283]"
1500000US170318248003,"Block Group 3, Census Tract 8248",2016,105,748,1163,"[2016, 105, 748, 1163]"
1500000US170318248004,"Block Group 4, Census Tract 8248",1832,549,395,888,"[1832, 549, 395, 888]"
1500000US170318249001,"Block Group 1, Census Tract 8249",1297,163,957,177,"[1297, 163, 957, 177]"
1500000US170318249002,"Block Group 2, Census Tract 8249",1754,445,1046,263,"[1754, 445, 1046, 263]"
1500000US170318250001,"Block Group 1, Census Tract 8250",1899,1365,121,413,"[1899, 1365, 121, 413]"
1500000US170318250002,"Block Group 2, Census Tract 8250",1305,729,282,294,"[1305, 729, 282, 294]"
1500000US170318250003,"Block Group 3, Census Tract 8250",1550,1322,26,202,"[1550, 1322, 26, 202]"
1500000US170318252001,"Block Group 1, Census Tract 8252",649,434,41,174,"[649, 434, 41, 174]"
1500000US170318252002,"Block Group 2, Census Tract 8252",1266,647,142,477,"[1266, 647, 142, 477]"
1500000US170318253021,"Block Group 1, Census Tract 8253.02",1855,1556,45,254,"[1855, 1556, 45, 254]"
1500000US170318253022,"Block Group 2, Census Tract 8253.02",1941,1474,348,119,"[1941, 1474, 348, 119]"
1500000US170318253023,"Block Group 3, Census Tract 8253.02",2241,1848,58,335,"[2241, 1848, 58, 335]"
1500000US170318253031,"Block Group 1, Census Tract 8253.03",1444,1125,104,215,"[1444, 1125, 104, 215]"
1500000US170318253032,"Block Group 2, Census Tract 8253.03",1008,952,3,53,"[1008, 952, 3, 53]"
1500000US170318253033,"Block Group 3, Census Tract 8253.03",660,622,12,26,"[660, 622, 12, 26]"
1500000US170318253034,"Block Group 4, Census Tract 8253.03",678,623,11,44,"[678, 623, 11, 44]"
1500000US170318253041,"Block Group 1, Census Tract 8253.04",1883,1604,93,186,"[1883, 1604, 93, 186]"
1500000US170318253042,"Block Group 2, Census Tract 8253.04",2013,1866,25,122,"[2013, 1866, 25, 122]"
1500000US170318254001,"Block Group 1, Census Tract 8254",1637,1501,29,107,"[1637, 1501, 29, 107]"
1500000US170318254002,"Block Group 2, Census Tract 8254",2339,2145,72,122,"[2339, 2145, 72, 122]"
1500000US170318254003,"Block Group 3, Census Tract 8254",1327,1108,141,78,"[1327, 1108, 141, 78]"
1500000US170318255011,"Block Group 1, Census Tract 8255.01",771,144,603,24,"[771, 144, 603, 24]"
1500000US170318255012,"Block Group 2, Census Tract 8255.01",2532,321,2166,45,"[2532, 321, 2166, 45]"
1500000US170318255013,"Block Group 3, Census Tract 8255.01",2199,181,1889,129,"[2199, 181, 1889, 129]"
1500000US170318255031,"Block Group 1, Census Tract 8255.03",846,104,720,22,"[846, 104, 720, 22]"
1500000US170318255032,"Block Group 2, Census Tract 8255.03",1133,89,1005,39,"[1133, 89, 1005, 39]"
1500000US170318255033,"Block Group 3, Census Tract 8255.03",1179,508,603,68,"[1179, 508, 603, 68]"
1500000US170318255034,"Block Group 4, Census Tract 8255.03",1513,47,1438,28,"[1513, 47, 1438, 28]"
1500000US170318255035,"Block Group 5, Census Tract 8255.03",1868,452,1319,97,"[1868, 452, 1319, 97]"
1500000US170318255041,"Block Group 1, Census Tract 8255.04",1792,121,1610,61,"[1792, 121, 1610, 61]"
1500000US170318255042,"Block Group 2, Census Tract 8255.04",1878,138,1651,89,"[1878, 138, 1651, 89]"
1500000US170318255051,"Block Group 1, Census Tract 8255.05",1475,260,1161,54,"[1475, 260, 1161, 54]"
1500000US170318255052,"Block Group 2, Census Tract 8255.05",1021,131,865,25,"[1021, 131, 865, 25]"
1500000US170318255053,"Block Group 3, Census Tract 8255.05",1222,61,1150,11,"[1222, 61, 1150, 11]"
1500000US170318255054,"Block Group 4, Census Tract 8255.05",1717,153,1529,35,"[1717, 153, 1529, 35]"
1500000US170318256001,"Block Group 1, Census Tract 8256",1568,29,1515,24,"[1568, 29, 1515, 24]"
1500000US170318256002,"Block Group 2, Census Tract 8256",1874,194,1607,73,"[1874, 194, 1607, 73]"
1500000US170318256003,"Block Group 3, Census Tract 8256",1409,261,1024,124,"[1409, 261, 1024, 124]"
1500000US170318256004,"Block Group 4, Census Tract 8256",666,288,281,97,"[666, 288, 281, 97]"
1500000US170318257001,"Block Group 1, Census Tract 8257",753,332,111,310,"[753, 332, 111, 310]"
1500000US170318257002,"Block Group 2, Census Tract 8257",2138,312,1499,327,"[2138, 312, 1499, 327]"
1500000US170318257003,"Block Group 3, Census Tract 8257",1266,106,992,168,"[1266, 106, 992, 168]"
1500000US170318258011,"Block Group 1, Census Tract 8258.01",726,189,509,28,"[726, 189, 509, 28]"
1500000US170318258012,"Block Group 2, Census Tract 8258.01",1645,95,1506,44,"[1645, 95, 1506, 44]"
1500000US170318258013,"Block Group 3, Census Tract 8258.01",1166,25,1131,10,"[1166, 25, 1131, 10]"
1500000US170318258021,"Block Group 1, Census Tract 8258.02",1802,90,1658,54,"[1802, 90, 1658, 54]"
1500000US170318258022,"Block Group 2, Census Tract 8258.02",1788,95,1586,107,"[1788, 95, 1586, 107]"
1500000US170318258023,"Block Group 3, Census Tract 8258.02",2226,172,1535,519,"[2226, 172, 1535, 519]"
1500000US170318258031,"Block Group 1, Census Tract 8258.03",1466,199,1182,85,"[1466, 199, 1182, 85]"
1500000US170318258032,"Block Group 2, Census Tract 8258.03",781,91,538,152,"[781, 91, 538, 152]"
1500000US170318258033,"Block Group 3, Census Tract 8258.03",1096,163,659,274,"[1096, 163, 659, 274]"
1500000US170318258034,"Block Group 4, Census Tract 8258.03",1173,51,1074,48,"[1173, 51, 1074, 48]"
1500000US170318258035,"Block Group 5, Census Tract 8258.03",1250,32,1201,17,"[1250, 32, 1201, 17]"
1500000US170318259001,"Block Group 1, Census Tract 8259",1123,135,730,258,"[1123, 135, 730, 258]"
1500000US170318259002,"Block Group 2, Census Tract 8259",1067,199,561,307,"[1067, 199, 561, 307]"
1500000US170318259003,"Block Group 3, Census Tract 8259",1143,227,651,265,"[1143, 227, 651, 265]"
1500000US170318260001,"Block Group 1, Census Tract 8260",900,100,577,223,"[900, 100, 577, 223]"
1500000US170318260002,"Block Group 2, Census Tract 8260",1266,146,793,327,"[1266, 146, 793, 327]"
1500000US170318260003,"Block Group 3, Census Tract 8260",1133,131,646,356,"[1133, 131, 646, 356]"
1500000US170318261001,"Block Group 1, Census Tract 8261",1182,141,811,230,"[1182, 141, 811, 230]"
1500000US170318261002,"Block Group 2, Census Tract 8261",823,292,363,168,"[823, 292, 363, 168]"
1500000US170318261003,"Block Group 3, Census Tract 8261",1265,409,552,304,"[1265, 409, 552, 304]"
1500000US170318261004,"Block Group 4, Census Tract 8261",860,153,489,218,"[860, 153, 489, 218]"
1500000US170318261005,"Block Group 5, Census Tract 8261",1020,149,575,296,"[1020, 149, 575, 296]"
1500000US170318261006,"Block Group 6, Census Tract 8261",1220,252,659,309,"[1220, 252, 659, 309]"
1500000US170318262011,"Block Group 1, Census Tract 8262.01",642,168,409,65,"[642, 168, 409, 65]"
1500000US170318262012,"Block Group 2, Census Tract 8262.01",1213,143,1023,47,"[1213, 143, 1023, 47]"
1500000US170318262013,"Block Group 3, Census Tract 8262.01",443,21,420,2,"[443, 21, 420, 2]"
1500000US170318262014,"Block Group 4, Census Tract 8262.01",1274,124,1119,31,"[1274, 124, 1119, 31]"
1500000US170318262021,"Block Group 1, Census Tract 8262.02",1660,392,1072,196,"[1660, 392, 1072, 196]"
1500000US170318262022,"Block Group 2, Census Tract 8262.02",781,172,507,102,"[781, 172, 507, 102]"
1500000US170318262023,"Block Group 3, Census Tract 8262.02",1403,359,764,280,"[1403, 359, 764, 280]"
1500000US170318262024,"Block Group 4, Census Tract 8262.02",609,153,352,104,"[609, 153, 352, 104]"
1500000US170318262025,"Block Group 5, Census Tract 8262.02",1389,211,984,194,"[1389, 211, 984, 194]"
1500000US170318263011,"Block Group 1, Census Tract 8263.01",1448,64,1344,40,"[1448, 64, 1344, 40]"
1500000US170318263012,"Block Group 2, Census Tract 8263.01",1345,197,998,150,"[1345, 197, 998, 150]"
1500000US170318263013,"Block Group 3, Census Tract 8263.01",1142,152,925,65,"[1142, 152, 925, 65]"
1500000US170318263031,"Block Group 1, Census Tract 8263.03",964,76,883,5,"[964, 76, 883, 5]"
1500000US170318263032,"Block Group 2, Census Tract 8263.03",872,49,787,36,"[872, 49, 787, 36]"
1500000US170318263033,"Block Group 3, Census Tract 8263.03",1106,58,1018,30,"[1106, 58, 1018, 30]"
1500000US170318263034,"Block Group 4, Census Tract 8263.03",1190,96,1050,44,"[1190, 96, 1050, 44]"
1500000US170318263041,"Block Group 1, Census Tract 8263.04",989,43,935,11,"[989, 43, 935, 11]"
1500000US170318263042,"Block Group 2, Census Tract 8263.04",847,41,788,18,"[847, 41, 788, 18]"
1500000US170318263043,"Block Group 3, Census Tract 8263.04",1341,88,1217,36,"[1341, 88, 1217, 36]"
1500000US170318264011,"Block Group 1, Census Tract 8264.01",1993,78,1875,40,"[1993, 78, 1875, 40]"
1500000US170318264012,"Block Group 2, Census Tract 8264.01",2049,77,1914,58,"[2049, 77, 1914, 58]"
1500000US170318264021,"Block Group 1, Census Tract 8264.02",949,58,861,30,"[949, 58, 861, 30]"
1500000US170318264022,"Block Group 2, Census Tract 8264.02",887,54,818,15,"[887, 54, 818, 15]"
1500000US170318264023,"Block Group 3, Census Tract 8264.02",1359,61,1273,25,"[1359, 61, 1273, 25]"
1500000US170318264024,"Block Group 4, Census Tract 8264.02",1090,73,983,34,"[1090, 73, 983, 34]"
1500000US170318264025,"Block Group 5, Census Tract 8264.02",808,40,735,33,"[808, 40, 735, 33]"
1500000US170318265001,"Block Group 1, Census Tract 8265",1881,125,1666,90,"[1881, 125, 1666, 90]"
1500000US170318265002,"Block Group 2, Census Tract 8265",898,76,781,41,"[898, 76, 781, 41]"
1500000US170318265003,"Block Group 3, Census Tract 8265",1590,107,1433,50,"[1590, 107, 1433, 50]"
1500000US170318265004,"Block Group 4, Census Tract 8265",1538,97,1409,32,"[1538, 97, 1409, 32]"
1500000US170318266001,"Block Group 1, Census Tract 8266",1177,53,1103,21,"[1177, 53, 1103, 21]"
1500000US170318266002,"Block Group 2, Census Tract 8266",1149,51,1062,36,"[1149, 51, 1062, 36]"
1500000US170318266003,"Block Group 3, Census Tract 8266",1697,81,1583,33,"[1697, 81, 1583, 33]"
1500000US170318266004,"Block Group 4, Census Tract 8266",802,66,723,13,"[802, 66, 723, 13]"
1500000US170318266005,"Block Group 5, Census Tract 8266",679,24,647,8,"[679, 24, 647, 8]"
1500000US170318267001,"Block Group 1, Census Tract 8267",1620,44,1557,19,"[1620, 44, 1557, 19]"
1500000US170318267002,"Block Group 2, Census Tract 8267",1904,78,1802,24,"[1904, 78, 1802, 24]"
1500000US170318267003,"Block Group 3, Census Tract 8267",931,71,844,16,"[931, 71, 844, 16]"
1500000US170318267004,"Block Group 4, Census Tract 8267",1094,37,1035,22,"[1094, 37, 1035, 22]"
1500000US170318268001,"Block Group 1, Census Tract 8268",1141,66,873,202,"[1141, 66, 873, 202]"
1500000US170318268002,"Block Group 2, Census Tract 8268",2164,390,529,1245,"[2164, 390, 529, 1245]"
1500000US170318268003,"Block Group 3, Census Tract 8268",1170,238,340,592,"[1170, 238, 340, 592]"
1500000US170318268004,"Block Group 4, Census Tract 8268",935,31,820,84,"[935, 31, 820, 84]"
1500000US170318269011,"Block Group 1, Census Tract 8269.01",1880,38,1700,142,"[1880, 38, 1700, 142]"
1500000US170318269021,"Block Group 1, Census Tract 8269.02",540,5,524,11,"[540, 5, 524, 11]"
1500000US170318269022,"Block Group 2, Census Tract 8269.02",1101,18,1062,21,"[1101, 18, 1062, 21]"
1500000US170318270001,"Block Group 1, Census Tract 8270",1438,79,1304,55,"[1438, 79, 1304, 55]"
1500000US170318270002,"Block Group 2, Census Tract 8270",1063,42,964,57,"[1063, 42, 964, 57]"
1500000US170318270003,"Block Group 3, Census Tract 8270",1084,13,1048,23,"[1084, 13, 1048, 23]"
1500000US170318271001,"Block Group 1, Census Tract 8271",855,34,792,29,"[855, 34, 792, 29]"
1500000US170318271002,"Block Group 2, Census Tract 8271",923,15,824,84,"[923, 15, 824, 84]"
1500000US170318271003,"Block Group 3, Census Tract 8271",873,30,822,21,"[873, 30, 822, 21]"
1500000US170318272001,"Block Group 1, Census Tract 8272",1519,177,1254,88,"[1519, 177, 1254, 88]"
1500000US170318272002,"Block Group 2, Census Tract 8272",834,12,787,35,"[834, 12, 787, 35]"
