geoid,Geographic Area Name,Total Population,White Population,Black Population,Hispanic Population,racial_population_list
1500000US170318051071,"Block Group 1, Census Tract 8051.07",1334,580,135,619,"[1334, 580, 135, 619]"
1500000US170318051072,"Block Group 2, Census Tract 8051.07",941,732,65,144,"[941, 732, 65, 144]"
1500000US170318051073,"Block Group 3, Census Tract 8051.07",813,702,11,100,"[813, 702, 11, 100]"
1500000US170318051074,"Block Group 4, Census Tract 8051.07",1838,676,111,1051,"[1838, 676, 111, 1051]"
1500000US170318051075,"Block Group 5, Census Tract 8051.07",512,221,10,281,"[512, 221, 10, 281]"
1500000US170318051081,"Block Group 1, Census Tract 8051.08",2551,619,140,1792,"[2551, 619, 140, 1792]"
1500000US170318051082,"Block Group 2, Census Tract 8051.08",1277,1051,82,144,"[1277, 1051, 82, 144]"
1500000US170318051083,"Block Group 3, Census Tract 8051.08",657,494,70,93,"[657, 494, 70, 93]"
1500000US170318051084,"Block Group 4, Census Tract 8051.08",814,673,36,105,"[814, 673, 36, 105]"
1500000US170318051091,"Block Group 1, Census Tract 8051.09",1157,1113,10,34,"[1157, 1113, 10, 34]"
1500000US170318051092,"Block Group 2, Census Tract 8051.09",1815,1744,6,65,"[1815, 1744, 6, 65]"
1500000US170318051093,"Block Group 3, Census Tract 8051.09",1012,890,40,82,"[1012, 890, 40, 82]"
1500000US170318051101,"Block Group 1, Census Tract 8051.10",1607,1519,23,65,"[1607, 1519, 23, 65]"
1500000US170318051102,"Block Group 2, Census Tract 8051.10",1038,1029,0,9,"[1038, 1029, 0, 9]"
1500000US170318051103,"Block Group 3, Census Tract 8051.10",605,564,4,37,"[605, 564, 4, 37]"
1500000US170318051104,"Block Group 4, Census Tract 8051.10",670,656,0,14,"[670, 656, 0, 14]"
1500000US170318051111,"Block Group 1, Census Tract 8051.11",625,566,4,55,"[625, 566, 4, 55]"
1500000US170318051112,"Block Group 2, Census Tract 8051.11",629,560,7,62,"[629, 560, 7, 62]"
1500000US170318051113,"Block Group 3, Census Tract 8051.11",2099,1597,105,397,"[2099, 1597, 105, 397]"
1500000US170318051114,"Block Group 4, Census Tract 8051.11",966,261,72,633,"[966, 261, 72, 633]"
1500000US170318051115,"Block Group 5, Census Tract 8051.11",703,280,12,411,"[703, 280, 12, 411]"
1500000US170318051116,"Block Group 6, Census Tract 8051.11",784,411,171,202,"[784, 411, 171, 202]"
1500000US170318051121,"Block Group 1, Census Tract 8051.12",1373,927,18,428,"[1373, 927, 18, 428]"
1500000US170318051122,"Block Group 2, Census Tract 8051.12",1405,1220,13,172,"[1405, 1220, 13, 172]"
1500000US170318052011,"Block Group 1, Census Tract 8052.01",754,716,8,30,"[754, 716, 8, 30]"
1500000US170318052012,"Block Group 2, Census Tract 8052.01",683,608,8,67,"[683, 608, 8, 67]"
1500000US170318052013,"Block Group 3, Census Tract 8052.01",1152,1047,32,73,"[1152, 1047, 32, 73]"
1500000US170318052021,"Block Group 1, Census Tract 8052.02",811,770,16,25,"[811, 770, 16, 25]"
1500000US170318052022,"Block Group 2, Census Tract 8052.02",640,594,8,38,"[640, 594, 8, 38]"
1500000US170318052023,"Block Group 3, Census Tract 8052.02",1034,932,13,89,"[1034, 932, 13, 89]"
1500000US170318052024,"Block Group 4, Census Tract 8052.02",877,755,49,73,"[877, 755, 49, 73]"
1500000US170318053011,"Block Group 1, Census Tract 8053.01",675,618,6,51,"[675, 618, 6, 51]"
1500000US170318053012,"Block Group 2, Census Tract 8053.01",989,903,26,60,"[989, 903, 26, 60]"
1500000US170318053013,"Block Group 3, Census Tract 8053.01",745,569,53,123,"[745, 569, 53, 123]"
1500000US170318053021,"Block Group 1, Census Tract 8053.02",576,525,9,42,"[576, 525, 9, 42]"
1500000US170318053022,"Block Group 2, Census Tract 8053.02",939,866,21,52,"[939, 866, 21, 52]"
1500000US170318053023,"Block Group 3, Census Tract 8053.02",1032,900,16,116,"[1032, 900, 16, 116]"
1500000US170318054011,"Block Group 1, Census Tract 8054.01",1124,960,13,151,"[1124, 960, 13, 151]"
1500000US170318054012,"Block Group 2, Census Tract 8054.01",1334,1213,10,111,"[1334, 1213, 10, 111]"
1500000US170318054013,"Block Group 3, Census Tract 8054.01",1075,1012,3,60,"[1075, 1012, 3, 60]"
1500000US170318054021,"Block Group 1, Census Tract 8054.02",771,721,3,47,"[771, 721, 3, 47]"
1500000US170318054022,"Block Group 2, Census Tract 8054.02",818,776,2,40,"[818, 776, 2, 40]"
1500000US170318054023,"Block Group 3, Census Tract 8054.02",796,753,3,40,"[796, 753, 3, 40]"
1500000US170318054024,"Block Group 4, Census Tract 8054.02",1359,1224,10,125,"[1359, 1224, 10, 125]"
1500000US170318054025,"Block Group 5, Census Tract 8054.02",737,694,3,40,"[737, 694, 3, 40]"
1500000US170318055011,"Block Group 1, Census Tract 8055.01",874,850,2,22,"[874, 850, 2, 22]"
1500000US170318055012,"Block Group 2, Census Tract 8055.01",1275,1206,8,61,"[1275, 1206, 8, 61]"
1500000US170318055013,"Block Group 3, Census Tract 8055.01",1144,1077,0,67,"[1144, 1077, 0, 67]"
1500000US170318055021,"Block Group 1, Census Tract 8055.02",1028,977,0,51,"[1028, 977, 0, 51]"
1500000US170318055022,"Block Group 2, Census Tract 8055.02",876,857,1,18,"[876, 857, 1, 18]"
1500000US170318055023,"Block Group 3, Census Tract 8055.02",962,917,3,42,"[962, 917, 3, 42]"
1500000US170318055024,"Block Group 4, Census Tract 8055.02",943,892,19,32,"[943, 892, 19, 32]"
1500000US170318056001,"Block Group 1, Census Tract 8056",1409,1355,2,52,"[1409, 1355, 2, 52]"
1500000US170318056002,"Block Group 2, Census Tract 8056",1256,1196,3,57,"[1256, 1196, 3, 57]"
1500000US170318056003,"Block Group 3, Census Tract 8056",922,899,1,22,"[922, 899, 1, 22]"
1500000US170318056004,"Block Group 4, Census Tract 8056",831,801,6,24,"[831, 801, 6, 24]"
1500000US170318057011,"Block Group 1, Census Tract 8057.01",1158,1099,2,57,"[1158, 1099, 2, 57]"
1500000US170318057012,"Block Group 2, Census Tract 8057.01",653,642,0,11,"[653, 642, 0, 11]"
1500000US170318057013,"Block Group 3, Census Tract 8057.01",1251,1197,2,52,"[1251, 1197, 2, 52]"
1500000US170318057014,"Block Group 4, Census Tract 8057.01",897,861,7,29,"[897, 861, 7, 29]"
1500000US170318057015,"Block Group 5, Census Tract 8057.01",1022,985,2,35,"[1022, 985, 2, 35]"
1500000US170318057021,"Block Group 1, Census Tract 8057.02",1151,1084,2,65,"[1151, 1084, 2, 65]"
1500000US170318057022,"Block Group 2, Census Tract 8057.02",773,727,3,43,"[773, 727, 3, 43]"
1500000US170318058011,"Block Group 1, Census Tract 8058.01",781,765,0,16,"[781, 765, 0, 16]"
1500000US170318058012,"Block Group 2, Census Tract 8058.01",837,809,3,25,"[837, 809, 3, 25]"
1500000US170318058013,"Block Group 3, Census Tract 8058.01",698,668,0,30,"[698, 668, 0, 30]"
1500000US170318058021,"Block Group 1, Census Tract 8058.02",931,872,2,57,"[931, 872, 2, 57]"
1500000US170318058022,"Block Group 2, Census Tract 8058.02",849,820,2,27,"[849, 820, 2, 27]"
1500000US170318058023,"Block Group 3, Census Tract 8058.02",1098,1044,1,53,"[1098, 1044, 1, 53]"
1500000US170318058024,"Block Group 4, Census Tract 8058.02",971,911,12,48,"[971, 911, 12, 48]"
1500000US170318058025,"Block Group 5, Census Tract 8058.02",903,847,5,51,"[903, 847, 5, 51]"
1500000US170318059011,"Block Group 1, Census Tract 8059.01",1331,1165,27,139,"[1331, 1165, 27, 139]"
1500000US170318059012,"Block Group 2, Census Tract 8059.01",1130,989,37,104,"[1130, 989, 37, 104]"
1500000US170318059013,"Block Group 3, Census Tract 8059.01",1083,951,13,119,"[1083, 951, 13, 119]"
1500000US170318059021,"Block Group 1, Census Tract 8059.02",686,587,2,97,"[686, 587, 2, 97]"
1500000US170318059022,"Block Group 2, Census Tract 8059.02",1069,937,12,120,"[1069, 937, 12, 120]"
1500000US170318059023,"Block Group 3, Census Tract 8059.02",953,884,10,59,"[953, 884, 10, 59]"
1500000US170318059024,"Block Group 4, Census Tract 8059.02",1040,982,8,50,"[1040, 982, 8, 50]"
1500000US170318059025,"Block Group 5, Census Tract 8059.02",821,795,6,20,"[821, 795, 6, 20]"
1500000US170318059026,"Block Group 6, Census Tract 8059.02",1131,1070,14,47,"[1131, 1070, 14, 47]"
1500000US170318060011,"Block Group 1, Census Tract 8060.01",789,598,38,153,"[789, 598, 38, 153]"
1500000US170318060012,"Block Group 2, Census Tract 8060.01",1360,1139,95,126,"[1360, 1139, 95, 126]"
1500000US170318060013,"Block Group 3, Census Tract 8060.01",1280,860,73,347,"[1280, 860, 73, 347]"
1500000US170318060014,"Block Group 4, Census Tract 8060.01",407,142,29,236,"[407, 142, 29, 236]"
1500000US170318060021,"Block Group 1, Census Tract 8060.02",582,353,65,164,"[582, 353, 65, 164]"
1500000US170318060022,"Block Group 2, Census Tract 8060.02",2110,1732,114,264,"[2110, 1732, 114, 264]"
1500000US170318060023,"Block Group 3, Census Tract 8060.02",708,510,74,124,"[708, 510, 74, 124]"
1500000US170318060024,"Block Group 4, Census Tract 8060.02",558,354,63,141,"[558, 354, 63, 141]"
1500000US170318060025,"Block Group 5, Census Tract 8060.02",1105,891,42,172,"[1105, 891, 42, 172]"
1500000US170318060031,"Block Group 1, Census Tract 8060.03",1101,1017,19,65,"[1101, 1017, 19, 65]"
1500000US170318060032,"Block Group 2, Census Tract 8060.03",586,381,47,158,"[586, 381, 47, 158]"
1500000US170318060033,"Block Group 3, Census Tract 8060.03",528,337,62,129,"[528, 337, 62, 129]"
1500000US170318060034,"Block Group 4, Census Tract 8060.03",599,454,52,93,"[599, 454, 52, 93]"
1500000US170318060035,"Block Group 5, Census Tract 8060.03",732,405,76,251,"[732, 405, 76, 251]"
1500000US170318060036,"Block Group 6, Census Tract 8060.03",1059,557,97,405,"[1059, 557, 97, 405]"
1500000US170318060041,"Block Group 1, Census Tract 8060.04",1590,1389,43,158,"[1590, 1389, 43, 158]"
1500000US170318060042,"Block Group 2, Census Tract 8060.04",2389,1614,96,679,"[2389, 1614, 96, 679]"
1500000US170318060043,"Block Group 3, Census Tract 8060.04",1139,901,25,213,"[1139, 901, 25, 213]"
1500000US170318060044,"Block Group 4, Census Tract 8060.04",695,523,32,140,"[695, 523, 32, 140]"
1500000US170318061021,"Block Group 1, Census Tract 8061.02",1570,1147,55,368,"[1570, 1147, 55, 368]"
1500000US170318061022,"Block Group 2, Census Tract 8061.02",956,861,19,76,"[956, 861, 19, 76]"
1500000US170318061023,"Block Group 3, Census Tract 8061.02",990,888,24,78,"[990, 888, 24, 78]"
1500000US170318061031,"Block Group 1, Census Tract 8061.03",1431,1269,17,145,"[1431, 1269, 17, 145]"
1500000US170318061032,"Block Group 2, Census Tract 8061.03",844,677,16,151,"[844, 677, 16, 151]"
1500000US170318061033,"Block Group 3, Census Tract 8061.03",1162,1076,5,81,"[1162, 1076, 5, 81]"
1500000US170318061034,"Block Group 4, Census Tract 8061.03",1091,843,16,232,"[1091, 843, 16, 232]"
1500000US170318061041,"Block Group 1, Census Tract 8061.04",1340,570,378,392,"[1340, 570, 378, 392]"
1500000US170318061042,"Block Group 2, Census Tract 8061.04",693,600,30,63,"[693, 600, 30, 63]"
1500000US170318061043,"Block Group 3, Census Tract 8061.04",1268,1002,86,180,"[1268, 1002, 86, 180]"
1500000US170318062011,"Block Group 1, Census Tract 8062.01",1959,1526,74,359,"[1959, 1526, 74, 359]"
1500000US170318062012,"Block Group 2, Census Tract 8062.01",1799,1355,38,406,"[1799, 1355, 38, 406]"
1500000US170318062021,"Block Group 1, Census Tract 8062.02",659,588,28,43,"[659, 588, 28, 43]"
1500000US170318062022,"Block Group 2, Census Tract 8062.02",1760,1537,37,186,"[1760, 1537, 37, 186]"
1500000US170318062023,"Block Group 3, Census Tract 8062.02",1882,1716,39,127,"[1882, 1716, 39, 127]"
1500000US170318063001,"Block Group 1, Census Tract 8063",904,698,14,192,"[904, 698, 14, 192]"
1500000US170318063002,"Block Group 2, Census Tract 8063",802,643,25,134,"[802, 643, 25, 134]"
1500000US170318063003,"Block Group 3, Census Tract 8063",721,617,2,102,"[721, 617, 2, 102]"
1500000US170318063004,"Block Group 4, Census Tract 8063",724,569,0,155,"[724, 569, 0, 155]"
1500000US170318063005,"Block Group 5, Census Tract 8063",866,729,5,132,"[866, 729, 5, 132]"
1500000US170318063006,"Block Group 6, Census Tract 8063",719,583,8,128,"[719, 583, 8, 128]"
1500000US170318064001,"Block Group 1, Census Tract 8064",1329,1090,16,223,"[1329, 1090, 16, 223]"
1500000US170318064002,"Block Group 2, Census Tract 8064",1042,843,14,185,"[1042, 843, 14, 185]"
1500000US170318065011,"Block Group 1, Census Tract 8065.01",1083,525,25,533,"[1083, 525, 25, 533]"
1500000US170318065012,"Block Group 2, Census Tract 8065.01",1083,366,81,636,"[1083, 366, 81, 636]"
1500000US170318065021,"Block Group 1, Census Tract 8065.02",831,638,6,187,"[831, 638, 6, 187]"
1500000US170318065022,"Block Group 2, Census Tract 8065.02",720,470,10,240,"[720, 470, 10, 240]"
1500000US170318065023,"Block Group 3, Census Tract 8065.02",1081,698,14,369,"[1081, 698, 14, 369]"
1500000US170318065024,"Block Group 4, Census Tract 8065.02",1258,659,12,587,"[1258, 659, 12, 587]"
1500000US170318066001,"Block Group 1, Census Tract 8066",1608,1277,22,309,"[1608, 1277, 22, 309]"
1500000US170318066002,"Block Group 2, Census Tract 8066",1538,1132,5,401,"[1538, 1132, 5, 401]"
1500000US170318067001,"Block Group 1, Census Tract 8067",1289,1009,203,77,"[1289, 1009, 203, 77]"
1500000US170318067002,"Block Group 2, Census Tract 8067",1168,1069,48,51,"[1168, 1069, 48, 51]"
1500000US170318067003,"Block Group 3, Census Tract 8067",856,779,33,44,"[856, 779, 33, 44]"
1500000US170318067004,"Block Group 4, Census Tract 8067",552,450,45,57,"[552, 450, 45, 57]"
1500000US170318068011,"Block Group 1, Census Tract 8068.01",552,442,44,66,"[552, 442, 44, 66]"
1500000US170318068012,"Block Group 2, Census Tract 8068.01",1262,1059,126,77,"[1262, 1059, 126, 77]"
1500000US170318068013,"Block Group 3, Census Tract 8068.01",827,710,44,73,"[827, 710, 44, 73]"
1500000US170318068014,"Block Group 4, Census Tract 8068.01",489,448,12,29,"[489, 448, 12, 29]"
1500000US170318068021,"Block Group 1, Census Tract 8068.02",671,613,13,45,"[671, 613, 13, 45]"
1500000US170318068022,"Block Group 2, Census Tract 8068.02",1078,696,219,163,"[1078, 696, 219, 163]"
1500000US170318068023,"Block Group 3, Census Tract 8068.02",730,644,38,48,"[730, 644, 38, 48]"
1500000US170318069001,"Block Group 1, Census Tract 8069",541,378,60,103,"[541, 378, 60, 103]"
1500000US170318069002,"Block Group 2, Census Tract 8069",1530,1328,75,127,"[1530, 1328, 75, 127]"
1500000US170318069003,"Block Group 3, Census Tract 8069",1101,897,41,163,"[1101, 897, 41, 163]"
1500000US170318070001,"Block Group 1, Census Tract 8070",2048,1342,308,398,"[2048, 1342, 308, 398]"
1500000US170318070002,"Block Group 2, Census Tract 8070",781,590,93,98,"[781, 590, 93, 98]"
1500000US170318070003,"Block Group 3, Census Tract 8070",756,626,33,97,"[756, 626, 33, 97]"
1500000US170318070004,"Block Group 4, Census Tract 8070",511,307,122,82,"[511, 307, 122, 82]"
1500000US170318071001,"Block Group 1, Census Tract 8071",708,643,32,33,"[708, 643, 32, 33]"
1500000US170318071002,"Block Group 2, Census Tract 8071",1351,881,297,173,"[1351, 881, 297, 173]"
1500000US170318071003,"Block Group 3, Census Tract 8071",1366,1172,117,77,"[1366, 1172, 117, 77]"
1500000US170318072001,"Block Group 1, Census Tract 8072",719,612,52,55,"[719, 612, 52, 55]"
1500000US170318072002,"Block Group 2, Census Tract 8072",1553,869,433,251,"[1553, 869, 433, 251]"
1500000US170318072003,"Block Group 3, Census Tract 8072",785,629,72,84,"[785, 629, 72, 84]"
1500000US170318072004,"Block Group 4, Census Tract 8072",683,491,98,94,"[683, 491, 98, 94]"
1500000US170318072005,"Block Group 5, Census Tract 8072",693,589,48,56,"[693, 589, 48, 56]"
1500000US170318073001,"Block Group 1, Census Tract 8073",1746,1181,337,228,"[1746, 1181, 337, 228]"
1500000US170318073002,"Block Group 2, Census Tract 8073",1164,1014,49,101,"[1164, 1014, 49, 101]"
1500000US170318073003,"Block Group 3, Census Tract 8073",914,744,68,102,"[914, 744, 68, 102]"
1500000US170318073004,"Block Group 4, Census Tract 8073",575,497,15,63,"[575, 497, 15, 63]"
1500000US170318073005,"Block Group 5, Census Tract 8073",492,376,14,102,"[492, 376, 14, 102]"
1500000US170318074001,"Block Group 1, Census Tract 8074",562,495,29,38,"[562, 495, 29, 38]"
1500000US170318074002,"Block Group 2, Census Tract 8074",1062,876,50,136,"[1062, 876, 50, 136]"
1500000US170318074003,"Block Group 3, Census Tract 8074",1984,1196,387,401,"[1984, 1196, 387, 401]"
1500000US170318074004,"Block Group 4, Census Tract 8074",513,399,25,89,"[513, 399, 25, 89]"
1500000US170318074005,"Block Group 5, Census Tract 8074",784,577,96,111,"[784, 577, 96, 111]"
1500000US170318075001,"Block Group 1, Census Tract 8075",699,572,65,62,"[699, 572, 65, 62]"
1500000US170318075002,"Block Group 2, Census Tract 8075",632,542,38,52,"[632, 542, 38, 52]"
1500000US170318075003,"Block Group 3, Census Tract 8075",842,662,35,145,"[842, 662, 35, 145]"
1500000US170318076001,"Block Group 1, Census Tract 8076",919,591,162,166,"[919, 591, 162, 166]"
1500000US170318076002,"Block Group 2, Census Tract 8076",1051,866,59,126,"[1051, 866, 59, 126]"
1500000US170318076003,"Block Group 3, Census Tract 8076",442,337,19,86,"[442, 337, 19, 86]"
1500000US170318076004,"Block Group 4, Census Tract 8076",808,613,49,146,"[808, 613, 49, 146]"
1500000US170318076005,"Block Group 5, Census Tract 8076",1028,802,73,153,"[1028, 802, 73, 153]"
1500000US170318077001,"Block Group 1, Census Tract 8077",1462,952,298,212,"[1462, 952, 298, 212]"
1500000US170318077002,"Block Group 2, Census Tract 8077",1018,878,31,109,"[1018, 878, 31, 109]"
1500000US170318077003,"Block Group 3, Census Tract 8077",879,771,17,91,"[879, 771, 17, 91]"
1500000US170318077004,"Block Group 4, Census Tract 8077",1027,921,16,90,"[1027, 921, 16, 90]"
1500000US170318078001,"Block Group 1, Census Tract 8078",994,871,11,112,"[994, 871, 11, 112]"
1500000US170318078002,"Block Group 2, Census Tract 8078",1021,860,19,142,"[1021, 860, 19, 142]"
1500000US170318079001,"Block Group 1, Census Tract 8079",1025,921,14,90,"[1025, 921, 14, 90]"
1500000US170318079002,"Block Group 2, Census Tract 8079",988,898,6,84,"[988, 898, 6, 84]"
1500000US170318079003,"Block Group 3, Census Tract 8079",1177,1088,5,84,"[1177, 1088, 5, 84]"
1500000US170318080011,"Block Group 1, Census Tract 8080.01",848,758,17,73,"[848, 758, 17, 73]"
1500000US170318080012,"Block Group 2, Census Tract 8080.01",749,652,13,84,"[749, 652, 13, 84]"
1500000US170318080013,"Block Group 3, Census Tract 8080.01",906,829,8,69,"[906, 829, 8, 69]"
1500000US170318080021,"Block Group 1, Census Tract 8080.02",766,671,5,90,"[766, 671, 5, 90]"
1500000US170318080022,"Block Group 2, Census Tract 8080.02",1050,920,35,95,"[1050, 920, 35, 95]"
1500000US170318080023,"Block Group 3, Census Tract 8080.02",1088,955,22,111,"[1088, 955, 22, 111]"
1500000US170318080024,"Block Group 4, Census Tract 8080.02",538,450,9,79,"[538, 450, 9, 79]"
1500000US170318081001,"Block Group 1, Census Tract 8081",1610,1425,45,140,"[1610, 1425, 45, 140]"
1500000US170318081002,"Block Group 2, Census Tract 8081",2018,1902,8,108,"[2018, 1902, 8, 108]"
1500000US170318082001,"Block Group 1, Census Tract 8082",1755,1573,24,158,"[1755, 1573, 24, 158]"
1500000US170318082002,"Block Group 2, Census Tract 8082",1133,1050,4,79,"[1133, 1050, 4, 79]"
1500000US170318082003,"Block Group 3, Census Tract 8082",1073,924,46,103,"[1073, 924, 46, 103]"
1500000US170318083011,"Block Group 1, Census Tract 8083.01",626,571,15,40,"[626, 571, 15, 40]"
1500000US170318083012,"Block Group 2, Census Tract 8083.01",1703,1478,34,191,"[1703, 1478, 34, 191]"
1500000US170318083013,"Block Group 3, Census Tract 8083.01",915,834,20,61,"[915, 834, 20, 61]"
1500000US170318083014,"Block Group 4, Census Tract 8083.01",729,656,6,67,"[729, 656, 6, 67]"
1500000US170318083021,"Block Group 1, Census Tract 8083.02",935,797,12,126,"[935, 797, 12, 126]"
1500000US170318083022,"Block Group 2, Census Tract 8083.02",1362,1179,64,119,"[1362, 1179, 64, 119]"
1500000US170318083023,"Block Group 3, Census Tract 8083.02",469,410,15,44,"[469, 410, 15, 44]"
